shipment_id,order_id,customer_id,origin_warehouse,destination_city,carrier,ship_date,delivery_date,weight_kg,quantity,status,cost_usd,tracking_number,error_flag
SHIP100777,ORD200777,CUST300777,WH_BIR,Liverpool,RoyalMail,2025-01-01,2025-01-02,88.73,34,Cancelled,129.83,1ZBBQDEYEBQLQ7N45X,
SHIP100506,ORD200506,CUST300506,WH_BIR,Liverpool,DHL,2025-07-10,2025-07-20,176.11,49,Delivered,438.87,1ZY1U9MF6PVHAI3QYV,
SHIP100342,ORD200342,CUST300342,WH_LIV,Liverpool,DHL,2025-03-17,2025-03-27,26.01,6,Delivered,417.85,1ZZZGWYHJ86XP3Z1XB,
SHIP100485,ORD200485,CUST300485,WH_LIV,Manchester,RoyalMail,2025-03-11,2025-03-19,103.08,42,Delivered,139.46,1ZJCOIM4R60WIH6RO3,
SHIP100711,ORD200711,CUST300711,WH_LIV,Manchester,DHL,2025-06-15,2025-06-24,121.91,38,Cancelled,470.58,1ZF65XCLGTVW9Q94TC,
SHIP100133,ORD200133,CUST300133,WH_BRS,Bristol,RoyalMail,2025-04-14,2025-04-17,8.24,22,In Transit,34.15,1ZH9DCSBUUOZ8AQRBQ,
SHIP100703,ORD200703,CUST300703,WH_MAN,Birmingham,FedEx,2025-04-26,2025-04-29,7.77,6,Cancelled,358.13,1Z647K8GI8S54NJ1X5,
SHIP100311,ORD200311,CUST300311,WH_BIR,London,RoyalMail,2025-03-17,2025-03-24,47.01,39,Pending,232.17,1ZGFM3NO0IL30PLUW4,
SHIP100722,ORD200722,CUST300722,WH_LIV,Birmingham,DHL,2025-06-30,2025-07-04,186.18,46,Delivered,325.52,1ZWNT1ZAO7AP7W4941,
SHIP100629,ORD200629,CUST300629,WH_BRS,London,FedEx,2025-02-02,2025-02-12,137.84,22,Cancelled,322.05,1ZHQTLYWXVOELCV2LT,
SHIP100000,ORD200000,CUST300000,WH_LON,Manchester,FedEx,2025-06-13,2025-06-15,45.03,48,Pending,341.58,1ZW3F17I07NJ7LT0TP,
SHIP100316,ORD200316,CUST300316,WH_LON,London,FedEx,2025-08-14,2025-08-21,176.6,9,In Transit,103.92,1ZDDLZ81M6JSB1SVUY,
SHIP100706,ORD200706,CUST300706,WH_BIR,Bristol,UPS,2025-03-22,2025-03-27,166.5,7,Pending,11.79,1ZQZGRW0TABQDUBW1F,
SHIP100547,ORD200547,CUST300547,WH_LIV,Liverpool,DHL,2025-08-15,2025-08-24,59.48,4,In Transit,266.52,1ZI8DPUA7A1NFDRZGD,
SHIP100872,ORD200872,CUST300872,WH_BIR,Liverpool,RoyalMail,2025-08-18,2025-08-25,151.13,26,Pending,190.19,1ZAOITQKX5HPK3RB1G,
SHIP100532,ORD200532,CUST300532,WH_MAN,Bristol,FedEx,2025-06-20,2025-06-23,128.43,37,In Transit,83.83,1ZB8QRHLRJM1320XVB,
SHIP100477,ORD200477,CUST300477,WH_MAN,Liverpool,UPS,2025-08-28,2025-09-01,13.43,2,In Transit,293.03,1ZGOF86GNSUVW8P2QO,
SHIP100404,ORD200404,CUST300404,WH_LIV,Manchester,RoyalMail,2025-01-28,2025-01-31,195.03,40,In Transit,392.21,1Z6A5BVN5VQ8W61NG9,
SHIP100172,ORD200172,CUST300172,WH_LON,Liverpool,RoyalMail,2025-09-01,2025-09-04,157.32,36,Pending,88.76,1ZY035XF2721DZMIPL,
SHIP100125,ORD200125,CUST300125,WH_MAN,Birmingham,DHL,2025-04-04,2025-04-06,67.64,21,In Transit,488.17,1ZQFNHBPKWMCNTDQA6,
SHIP100394,ORD200394,CUST300394,WH_LON,Manchester,DHL,2025-07-17,2025-07-22,187.03,41,Pending,322.81,1ZK3GL3AW3HDUEH02Y,
SHIP100420,ORD200420,CUST300420,WH_LIV,Birmingham,RoyalMail,2025-03-02,2025-03-04,184.51,4,Delivered,66.09,1ZU2RLUXBPDZK79FA7,
SHIP100552,ORD200552,CUST300552,WH_MAN,Liverpool,UPS,2025-06-05,2025-06-10,179.64,26,Pending,328.73,1ZGGYOR74D3X7RQAO7,
SHIP100903,ORD200903,CUST300903,WH_BRS,Birmingham,UPS,2025-07-13,2025-07-19,46.64,8,In Transit,484.9,1Z1MJ1VGXYXN99MY1A,
SHIP100090,ORD200090,CUST300090,WH_LON,Liverpool,RoyalMail,2025-01-18,2025-01-21,74.95,40,Cancelled,333.05,1Z0JE0PJAIPFX6XI8M,
SHIP100939,ORD200939,CUST300939,WH_BRS,Manchester,FedEx,2025-06-28,2025-06-29,138.95,29,Delivered,22.66,1ZZLP4ENZYR15YMYQK,
SHIP100181,ORD200181,CUST300181,WH_MAN,Birmingham,RoyalMail,2025-02-07,2025-02-10,169.86,5,Pending,89.38,1Z8BA9N9GVDLYE60QN,
SHIP100274,ORD200274,CUST300274,WH_MAN,Birmingham,RoyalMail,2025-06-25,2025-07-02,174.76,9,Delivered,95.0,1ZLBA3DEDUK00KM83G,
SHIP100895,ORD200895,CUST300895,WH_BRS,London,UPS,2025-05-23,2025-05-29,69.59,48,Pending,367.17,1ZTBU9PMO8NX1HH108,
SHIP100069,ORD200069,CUST300069,WH_BRS,Birmingham,DHL,2025-06-16,2025-06-20,99.86,41,Delivered,324.53,1ZA8TEGO5EGC5VBZCE,
SHIP100291,ORD200291,CUST300291,WH_LIV,Manchester,FedEx,2025-02-12,2025-02-14,145.81,46,Cancelled,383.36,1ZHV5DT47YR0UHA69P,
SHIP100131,ORD200131,CUST300131,WH_BRS,Bristol,FedEx,2025-05-09,2025-05-19,24.5,49,Cancelled,94.71,1ZZYT4FZFZMU9WW2DE,
SHIP100300,ORD200300,CUST300300,WH_LON,Liverpool,DHL,2025-06-14,2025-06-23,191.48,34,In Transit,377.77,1ZI0NJY97TUK3JBLHX,
SHIP100424,ORD200424,CUST300424,WH_LON,Manchester,DHL,2025-05-25,2025-06-04,190.01,39,Pending,444.88,1ZH4Q3H8CHSV8X0S7L,
SHIP100326,ORD200326,CUST300326,WH_BRS,Manchester,RoyalMail,2025-07-13,2025-07-15,90.46,17,In Transit,257.97,1ZG2PQDQUE04XBQH2J,
SHIP100144,ORD200144,CUST300144,WH_MAN,London,DHL,2025-06-08,2025-06-10,99.8,39,In Transit,391.2,1ZTZCE5JWOH8033KHY,
SHIP100423,ORD200423,CUST300423,WH_BRS,Manchester,RoyalMail,2025-05-13,2025-05-23,123.92,35,Pending,295.56,1ZXZN1F7V27TBRW2HT,
SHIP100580,ORD200580,CUST300580,WH_LON,Bristol,DHL,2025-03-11,2025-03-20,79.06,11,Pending,239.84,1ZU8LDSGGPP5L1Z4AJ,
SHIP100135,ORD200135,CUST300135,WH_MAN,Manchester,RoyalMail,2025-06-30,2025-07-04,101.27,41,Pending,343.78,1Z8HGYHJCU9T301US7,
SHIP100450,ORD200450,CUST300450,WH_BRS,Birmingham,UPS,2025-05-24,2025-06-01,191.92,16,Delivered,236.07,1ZHJQQXF240I47V4VH,
SHIP100164,ORD200164,CUST300164,WH_LON,Bristol,DHL,2025-07-06,2025-07-08,162.62,38,Cancelled,386.91,1Z719WJN5EWLU4I3D0,
SHIP100028,ORD200028,CUST300028,WH_LON,London,RoyalMail,2025-08-29,2025-09-06,98.6,37,Pending,84.35,1ZTY38KELMRDWALFK2,
SHIP100773,ORD200773,CUST300773,WH_MAN,Bristol,FedEx,2025-04-25,2025-05-03,79.75,41,In Transit,88.38,1ZVQE9GHB6WK02EJ5L,
SHIP100193,ORD200193,CUST300193,WH_LIV,Liverpool,RoyalMail,2025-08-15,2025-08-17,101.19,43,In Transit,271.61,1ZLXWJZUEMTB8JDJQC,
SHIP100388,ORD200388,CUST300388,WH_LIV,Birmingham,DHL,2025-01-01,2025-01-09,7.78,48,In Transit,215.89,1ZJ5DCYYK0T0WIVPNG,
SHIP100852,ORD200852,CUST300852,WH_LON,Bristol,FedEx,2025-08-23,2025-09-01,191.6,3,Cancelled,380.55,1ZB2VMMZBP7L4PZHJ3,
SHIP100169,ORD200169,CUST300169,WH_BIR,Liverpool,DHL,2025-08-09,2025-08-18,35.9,40,Pending,440.1,1ZJR3NWJ0XOFFVPFXH,
SHIP100705,ORD200705,CUST300705,WH_LON,London,DHL,2025-05-04,2025-05-11,163.66,13,Delivered,198.02,1Z32QWAB8XLRS9SRJ4,
SHIP100140,ORD200140,CUST300140,WH_LIV,Liverpool,FedEx,2025-04-16,2025-04-17,68.86,37,Cancelled,80.18,1ZV62BZB2G7RK5SS4F,
SHIP100173,ORD200173,CUST300173,WH_BIR,Birmingham,DHL,2025-08-31,2025-09-03,40.74,43,Delivered,105.43,1ZSIPMOCNZ39EOE70P,
SHIP100006,ORD200006,CUST300006,WH_LIV,Birmingham,FedEx,2025-07-16,2025-07-19,53.38,39,Cancelled,482.54,1ZXROPEODWG820JL0P,
SHIP100745,ORD200745,CUST300745,WH_BIR,Bristol,DHL,2025-02-01,2025-02-05,99.13,11,Pending,107.25,1Z7MC5R6PL6QUSCPYC,
SHIP100478,ORD200478,CUST300478,WH_BIR,Birmingham,DHL,2025-04-15,2025-04-24,156.72,17,Pending,360.74,1ZLZPFT2TTQ1EXMFS3,
SHIP100073,ORD200073,CUST300073,WH_MAN,Liverpool,RoyalMail,2025-08-27,2025-09-06,198.13,48,Delivered,300.93,1ZIIHKH0B3EBWVML9N,
SHIP100910,ORD200910,CUST300910,WH_LIV,Liverpool,UPS,2025-03-02,2025-03-12,130.52,3,In Transit,126.77,1Z6K9Z2M8SIA7ANLIW,
SHIP100813,ORD200813,CUST300813,WH_LIV,Liverpool,FedEx,2025-05-28,2025-06-04,74.95,32,Delivered,398.79,1Z60TOO63JM1AI3D10,
SHIP100238,ORD200238,CUST300238,WH_BRS,Liverpool,RoyalMail,2025-04-03,2025-04-12,154.18,43,In Transit,145.45,1Z6SOYH6O1NAFCSR1Q,
SHIP100145,ORD200145,CUST300145,WH_LON,London,UPS,2025-07-19,2025-07-28,129.05,30,Delivered,139.42,1Z1TVUCOF4UW04NBWY,
SHIP100792,ORD200792,CUST300792,WH_MAN,Bristol,FedEx,2025-07-21,2025-07-27,120.36,21,In Transit,57.23,1ZT880TYAQ75TW2QEN,
SHIP100234,ORD200234,CUST300234,WH_MAN,Birmingham,RoyalMail,2025-01-17,2025-01-26,193.33,2,Pending,176.25,1ZCPE7NIXVJQ82QH0W,
SHIP100220,ORD200220,CUST300220,WH_MAN,Bristol,FedEx,2025-04-22,2025-05-02,35.03,43,Pending,372.29,1ZPU4LB3GBELOLTBN2,
SHIP100923,ORD200923,CUST300923,WH_BIR,Bristol,UPS,2025-02-23,2025-03-01,105.56,20,Delivered,458.04,1ZGCRRHZZ0BNYKOVLM,
SHIP100500,ORD200500,CUST300500,WH_LIV,Manchester,RoyalMail,2025-08-15,2025-08-20,75.27,10,Pending,376.49,1ZSMSZ0MU8E0HU6VYE,
SHIP100132,ORD200132,CUST300132,WH_BRS,Birmingham,DHL,2025-03-25,2025-03-30,157.42,40,Cancelled,65.13,1Z5KKY33SSVVV9NKH6,
SHIP_BAD100040,ORD_BAD200040,CUST_BAD300040,WH_LON,Bristol,RoyalMail,2025-08-06,2025-08-14,186.97,44,Cancelled,63.08,1ZYZDP7G7P43,bad_tracking
SHIP100774,ORD200774,CUST300774,WH_BRS,Liverpool,FedEx,2025-01-08,2025-01-14,118.71,8,Pending,168.06,1ZVXE1LBNK88OTN6MA,
SHIP100185,ORD200185,CUST300185,WH_MAN,Manchester,UPS,2025-07-24,2025-08-03,82.87,5,In Transit,76.95,1Z3GGPHB5Y0ZA4F030,
SHIP100041,ORD200041,CUST300041,WH_BRS,Birmingham,UPS,2025-04-05,2025-04-10,22.12,15,Cancelled,22.26,1ZVKW72TWAE5YAH3V4,
SHIP100696,ORD200696,CUST300696,WH_BRS,Birmingham,RoyalMail,2025-05-02,2025-05-12,142.34,36,In Transit,105.98,1Z2KVCXWX94PSUMF53,
SHIP100108,ORD200108,CUST300108,WH_LON,Birmingham,DHL,2025-01-13,2025-01-14,25.29,11,Cancelled,233.69,1ZZFZWVAVV3C2NN1MQ,
SHIP100588,ORD200588,CUST300588,WH_MAN,Birmingham,RoyalMail,2025-05-19,2025-05-28,84.15,22,Delivered,49.75,1Z5HX2BWFT5H1X48VH,
SHIP100056,ORD200056,CUST300056,WH_LIV,Liverpool,FedEx,2025-03-29,2025-04-06,31.41,19,Pending,258.77,1ZJQINVML56OMWP1DP,
SHIP100405,ORD200405,CUST300405,WH_LON,Manchester,RoyalMail,2025-08-26,2025-09-04,42.81,26,Cancelled,258.88,1Z193NQFAELJHFONY7,
SHIP100442,ORD200442,CUST300442,WH_LIV,Bristol,RoyalMail,2025-01-03,2025-01-07,174.49,15,In Transit,139.99,1Z5TQA7VYUQ02K76F9,
SHIP100757,ORD200757,CUST300757,WH_LIV,Manchester,FedEx,2025-05-26,2025-06-02,10.38,24,Cancelled,362.32,1Z6C55E7AZUMWMKKCE,
SHIP_BAD100047,ORD_BAD200047,CUST_BAD300047,WH_BRS,Bristol,UPS,2025-05-08,2025-05-12,195.76,7,Pending,376.03,1ZJYE8JWO0QERNGEL6FFTIKOGEY,bad_tracking
SHIP100024,ORD200024,CUST300024,WH_BIR,Manchester,DHL,2025-03-30,2025-04-08,101.44,22,Pending,426.29,1ZT3YMTPFQY9TJHFQ9,
SHIP100467,ORD200467,CUST300467,WH_BIR,London,UPS,2025-08-02,2025-08-04,137.37,7,Cancelled,403.74,1Z0BKDGHYERA9MLSGD,
SHIP100539,ORD200539,CUST300539,WH_LIV,London,DHL,2025-07-22,2025-07-26,77.69,41,In Transit,243.26,1Z7ZL6AOV260675JZP,
SHIP100531,ORD200531,CUST300531,WH_BRS,Birmingham,UPS,2025-04-04,2025-04-12,128.98,14,Cancelled,79.25,1Z3NATRM17J5DI6FOD,
SHIP100618,ORD200618,CUST300618,WH_LIV,Bristol,FedEx,2025-01-14,2025-01-23,159.89,16,Pending,259.12,1ZLV8JCJ9B46FU7S7M,
SHIP100694,ORD200694,CUST300694,WH_LIV,Liverpool,UPS,2025-01-08,2025-01-15,51.99,26,Cancelled,393.81,1ZU6FP1ECL81PO566A,
SHIP100926,ORD200926,CUST300926,WH_MAN,London,RoyalMail,2025-06-28,2025-07-07,32.26,42,In Transit,92.47,1ZW1NQDMAGUAI3Z60E,
SHIP100338,ORD200338,CUST300338,WH_BIR,Liverpool,FedEx,2025-04-17,2025-04-22,75.24,46,In Transit,107.03,1Z6YGT626R9WEMMV5A,
SHIP100051,ORD200051,CUST300051,WH_BRS,Birmingham,UPS,2025-03-25,2025-03-28,18.08,7,In Transit,223.48,1ZE2VQ7S2MJ6RCYN53,
SHIP100507,ORD200507,CUST300507,WH_BIR,Birmingham,DHL,2025-03-03,2025-03-11,127.79,50,Delivered,422.74,1ZQWNBO9C0PHL7F9ZT,
SHIP100516,ORD200516,CUST300516,WH_BIR,Liverpool,RoyalMail,2025-04-21,2025-04-24,62.31,45,Delivered,171.96,1ZKVY5JOB0LPC4ZMJQ,
SHIP100920,ORD200920,CUST300920,WH_MAN,London,DHL,2025-05-01,2025-05-08,10.93,34,Cancelled,175.41,1ZSEJ4OCECB5WV9RLH,
SHIP100781,ORD200781,CUST300781,WH_BRS,Liverpool,RoyalMail,2025-02-28,2025-03-03,134.8,14,In Transit,409.13,1ZEQIMVYWRR6G8JY3Z,
SHIP100264,ORD200264,CUST300264,WH_MAN,Bristol,DHL,2025-02-02,2025-02-08,153.16,41,Delivered,196.48,1ZFZE288B3OV46J1NF,
SHIP100817,ORD200817,CUST300817,WH_LON,Liverpool,DHL,2025-05-31,2025-06-05,116.88,20,Cancelled,400.94,1ZH6M76NC3XG2GTP0Y,
SHIP100710,ORD200710,CUST300710,WH_LON,Bristol,DHL,2025-01-04,2025-01-09,152.33,37,Delivered,467.92,1ZXSDIY4HA3QHD62JS,
SHIP100682,ORD200682,CUST300682,WH_LON,Liverpool,UPS,2025-08-06,2025-08-15,137.03,49,Cancelled,451.41,1ZW3G0UILAN1T2JE9J,
SHIP100832,ORD200832,CUST300832,WH_LIV,London,FedEx,2025-04-07,2025-04-16,17.83,41,Cancelled,423.3,1ZLR59S0EOSN34OMRJ,
SHIP100518,ORD200518,CUST300518,WH_MAN,London,UPS,2025-02-21,2025-02-25,90.62,7,Delivered,20.0,1ZLZ2D6YJ0D0WKUY6M,
SHIP100447,ORD200447,CUST300447,WH_LIV,Manchester,DHL,2025-04-07,2025-04-14,15.77,33,Cancelled,19.88,1ZQJX3LETUSFQAG3YK,
SHIP100018,ORD200018,CUST300018,WH_BIR,Birmingham,FedEx,2025-07-16,2025-07-18,143.81,25,Cancelled,205.83,1Z5OWUVS7SPGKX44GJ,
SHIP100715,ORD200715,CUST300715,WH_LIV,London,DHL,2025-05-26,2025-05-29,92.74,28,Delivered,343.44,1Z0HWTNVKBPP8NSIEJ,
SHIP100483,ORD200483,CUST300483,WH_LIV,Liverpool,UPS,2025-05-26,2025-06-04,159.56,12,In Transit,121.89,1ZP6Z99QQXW4A78RH3,
SHIP100568,ORD200568,CUST300568,WH_LON,Birmingham,DHL,2025-03-09,2025-03-16,174.2,50,Cancelled,23.56,1ZOXELVQ4MSVNR5LAR,
SHIP100433,ORD200433,CUST300433,WH_BIR,Manchester,FedEx,2025-04-17,2025-04-19,5.43,39,Delivered,174.14,1ZENGZM51XW0LTISIK,
SHIP100367,ORD200367,CUST300367,WH_LIV,Liverpool,DHL,2025-06-05,2025-06-10,32.42,14,Pending,440.79,1ZSGPIA7PJ61815VX9,
SHIP100083,ORD200083,CUST300083,WH_MAN,Birmingham,RoyalMail,2025-06-14,2025-06-21,173.99,25,Cancelled,49.32,1ZYV4U4ZE4ZURZGPFD,
SHIP100061,ORD200061,CUST300061,WH_LON,Manchester,DHL,2025-04-06,2025-04-11,69.29,47,Pending,388.04,1ZQB1JT6SGPMT2RGA1,
SHIP100638,ORD200638,CUST300638,WH_LON,Bristol,RoyalMail,2025-04-22,2025-04-27,114.8,23,Cancelled,318.87,1ZX7KT3TVRTBCX4URE,
SHIP100272,ORD200272,CUST300272,WH_BIR,Manchester,UPS,2025-04-10,2025-04-11,18.5,49,In Transit,155.74,1ZU5FBTNS92SHQXBFX,
SHIP100285,ORD200285,CUST300285,WH_BIR,London,DHL,2025-01-05,2025-01-06,34.76,31,Cancelled,348.99,1ZVYLHMZCOOEA4040Y,
SHIP100360,ORD200360,CUST300360,WH_BIR,Liverpool,UPS,2025-03-18,2025-03-24,22.18,29,Cancelled,89.3,1ZCFCV761EQW57HN9F,
SHIP100354,ORD200354,CUST300354,WH_MAN,Liverpool,FedEx,2025-08-21,2025-08-27,55.09,7,Cancelled,489.95,1Z8YS4IVLT3CKA931B,
SHIP100456,ORD200456,CUST300456,WH_BIR,Manchester,FedEx,2025-05-24,2025-05-28,186.67,1,In Transit,226.62,1ZI0B3D9XL19H1P9MY,
SHIP100278,ORD200278,CUST300278,WH_LIV,Birmingham,UPS,2025-03-22,2025-03-23,149.69,28,Delivered,452.37,1Z9TXIF5QHYKXMF616,
SHIP100012,ORD200012,CUST300012,WH_BRS,Liverpool,UPS,2025-08-16,2025-08-18,56.71,14,Delivered,109.76,1ZM9HWU3F90RM9QJF0,
SHIP100182,ORD200182,CUST300182,WH_LIV,Liverpool,RoyalMail,2025-08-29,2025-08-31,21.05,5,Cancelled,278.73,1Z0ER295NVB8AM4U1N,
SHIP100368,ORD200368,CUST300368,WH_LIV,Liverpool,DHL,2025-07-22,2025-07-23,0.78,23,Delivered,169.04,1ZYV94WAZM0CQA90NV,
SHIP100881,ORD200881,CUST300881,WH_BRS,Liverpool,UPS,2025-08-31,2025-09-07,166.67,34,Delivered,378.61,1Z1UGINYY6NM3F0XOP,
SHIP100615,ORD200615,CUST300615,WH_LON,Birmingham,FedEx,2025-03-17,2025-03-25,123.92,3,Pending,365.61,1ZQDRRUFOU5D616UF3,
SHIP100223,ORD200223,CUST300223,WH_LIV,London,DHL,2025-08-12,2025-08-15,129.85,10,Cancelled,332.38,1ZZ44TUWPXMGFTD8F0,
SHIP100572,ORD200572,CUST300572,WH_MAN,Bristol,RoyalMail,2025-04-11,2025-04-19,107.71,10,Delivered,306.93,1Z9YTZ06XXGZL9K71F,
SHIP_BAD100020,ORD_BAD200020,CUST_BAD300020,WH_BRS,Manchester,,2025-06-03,2025-06-05,91.98,38,Pending,198.24,1ZUKD55G8R75SOA682,missing_carrier
SHIP100653,ORD200653,CUST300653,WH_LIV,Bristol,UPS,2025-08-23,2025-08-29,144.62,31,In Transit,457.84,1ZC6KELV8JSD8ZIKED,
SHIP100545,ORD200545,CUST300545,WH_LIV,Manchester,RoyalMail,2025-02-23,2025-03-01,157.47,36,Delivered,292.84,1ZB64BMY8L8THG0I3R,
SHIP100582,ORD200582,CUST300582,WH_BIR,Liverpool,DHL,2025-01-07,2025-01-13,43.51,50,In Transit,230.47,1ZLR5SE5WW9EPD74Y8,
SHIP100633,ORD200633,CUST300633,WH_BRS,Liverpool,UPS,2025-06-14,2025-06-17,58.43,3,Pending,128.63,1ZW0JG6AHOJW418DQ1,
SHIP100176,ORD200176,CUST300176,WH_MAN,Manchester,FedEx,2025-02-15,2025-02-23,178.92,18,In Transit,474.09,1ZOWH7QV778M53XONM,
SHIP100665,ORD200665,CUST300665,WH_BRS,Birmingham,DHL,2025-04-25,2025-05-05,37.77,12,Cancelled,44.24,1Z18WGIH4HWBKKW85T,
SHIP100673,ORD200673,CUST300673,WH_BRS,London,RoyalMail,2025-02-12,2025-02-22,143.91,6,Cancelled,218.84,1ZLE4UJY3BY5VM0PV1,
SHIP100585,ORD200585,CUST300585,WH_MAN,Liverpool,FedEx,2025-07-02,2025-07-10,152.54,13,Pending,312.27,1Z97104F6SVFKZ7Z51,
SHIP100873,ORD200873,CUST300873,WH_BIR,London,UPS,2025-08-04,2025-08-13,195.27,24,Cancelled,378.92,1ZFC1PFWL80HF7TGSW,
SHIP100393,ORD200393,CUST300393,WH_LON,London,RoyalMail,2025-02-22,2025-02-24,2.8,50,In Transit,23.63,1ZPX2DQ4GMC8WAJ8SS,
SHIP100163,ORD200163,CUST300163,WH_LON,Manchester,FedEx,2025-04-20,2025-04-23,157.24,46,Cancelled,145.57,1ZCOBHGRH3N2ATW7QM,
SHIP100248,ORD200248,CUST300248,WH_LIV,Liverpool,DHL,2025-07-23,2025-07-26,8.71,21,In Transit,226.04,1ZD7PNZ5GZJ40XRYX5,
SHIP100634,ORD200634,CUST300634,WH_BIR,London,DHL,2025-06-20,2025-06-26,101.73,37,Pending,403.61,1ZA60ZZK5RPMMRKDSA,
SHIP100885,ORD200885,CUST300885,WH_BIR,Manchester,FedEx,2025-01-05,2025-01-09,24.21,46,Cancelled,499.06,1Z8DXE574FDTLMJA2D,
SHIP100669,ORD200669,CUST300669,WH_LIV,London,RoyalMail,2025-01-30,2025-02-03,82.32,49,In Transit,36.22,1ZLQ34E464PGQNXRX7,
SHIP100375,ORD200375,CUST300375,WH_BRS,Bristol,RoyalMail,2025-05-21,2025-05-29,106.73,15,Cancelled,50.97,1ZPIRT73D7UDH43WCU,
SHIP100412,ORD200412,CUST300412,WH_BIR,Bristol,DHL,2025-07-07,2025-07-11,58.52,3,Cancelled,467.14,1Z8ODEWWXL6FVS5R9E,
SHIP100074,ORD200074,CUST300074,WH_BRS,Liverpool,DHL,2025-07-18,2025-07-28,116.91,11,Cancelled,82.41,1ZO1Y30B5OERXVQ247,
SHIP100113,ORD200113,CUST300113,WH_BRS,Manchester,RoyalMail,2025-02-22,2025-02-25,117.49,49,Pending,161.98,1ZFY88X4M1NN6040HC,
SHIP100598,ORD200598,CUST300598,WH_LIV,Birmingham,FedEx,2025-03-07,2025-03-14,145.97,24,Pending,384.9,1ZAZON254XY2RR96RC,
SHIP_BAD100011,ORD_BAD200011,CUST_BAD300011,WH_MAN,London,RoyalMail,2025-01-22,2025-01-28,119.56,-5,In Transit,200.38,1ZE9C6BRHB25DHTXGJ,zero_or_negative_quantity
SHIP100390,ORD200390,CUST300390,WH_BRS,Birmingham,DHL,2025-06-16,2025-06-17,99.53,49,Pending,320.43,1ZITOU7RJ4UYCSGWNS,
SHIP100104,ORD200104,CUST300104,WH_LIV,Bristol,UPS,2025-01-09,2025-01-14,34.06,30,Cancelled,279.37,1Z44RTDT1PJZ3TRAZG,
SHIP100114,ORD200114,CUST300114,WH_LIV,Manchester,FedEx,2025-05-13,2025-05-18,150.08,18,Pending,388.0,1Z1T92PK2GCHKD93KQ,
SHIP100417,ORD200417,CUST300417,WH_LIV,Birmingham,RoyalMail,2025-05-11,2025-05-20,58.36,43,Pending,479.95,1ZHOEP3FF1GK0ANWM1,
SHIP100525,ORD200525,CUST300525,WH_LON,London,FedEx,2025-02-27,2025-03-01,180.49,32,Pending,99.85,1ZBX9OXEJAK34TVYJH,
SHIP100457,ORD200457,CUST300457,WH_BIR,Bristol,RoyalMail,2025-07-30,2025-07-31,98.31,31,Pending,28.71,1Z1W5QV4FU2M23JZ6M,
SHIP100409,ORD200409,CUST300409,WH_LON,Liverpool,RoyalMail,2025-03-11,2025-03-20,171.32,43,In Transit,185.03,1Z1KPF73XD39MJWZV6,
SHIP100092,ORD200092,CUST300092,WH_BRS,London,FedEx,2025-05-25,2025-05-27,42.68,45,Cancelled,142.84,1ZXOAJN6U075TTXAKK,
SHIP100930,ORD200930,CUST300930,WH_BRS,Liverpool,UPS,2025-02-12,2025-02-19,110.32,29,Cancelled,110.63,1Z050H28E34MO1UQJT,
SHIP100089,ORD200089,CUST300089,WH_BIR,Bristol,UPS,2025-08-02,2025-08-06,51.84,32,Cancelled,235.81,1ZQC5J6WZYIU2T104M,
SHIP100336,ORD200336,CUST300336,WH_LON,Manchester,DHL,2025-03-04,2025-03-12,139.65,42,In Transit,138.05,1ZGO9LYU0RNXELWI6F,
SHIP_BAD100038,ORD_BAD200038,CUST_BAD300038,WH_MAN,Birmingham,,2025-03-23,2025-03-26,193.67,1,Cancelled,410.91,1ZX0WX4P0GTKP6HHGQ,missing_carrier
SHIP100921,ORD200921,CUST300921,WH_LIV,Liverpool,FedEx,2025-03-17,2025-03-18,106.09,35,Cancelled,18.32,1ZRUTVQGYE1MT9WIE6,
SHIP100933,ORD200933,CUST300933,WH_LON,Manchester,UPS,2025-02-13,2025-02-17,68.38,3,Delivered,225.59,1ZWCNIMOQIPA1DI7YB,
SHIP100605,ORD200605,CUST300605,WH_MAN,Liverpool,FedEx,2025-03-05,2025-03-07,129.87,37,Pending,319.11,1Z07P6YVIZ0I9SR6J2,
SHIP100593,ORD200593,CUST300593,WH_BIR,London,UPS,2025-03-19,2025-03-23,31.73,13,Delivered,42.37,1Z1U96HNEPB4BYFBWK,
SHIP100611,ORD200611,CUST300611,WH_BRS,Birmingham,UPS,2025-01-06,2025-01-12,0.79,13,In Transit,63.15,1ZBR9SLMOYKCDMWBUC,
SHIP100094,ORD200094,CUST300094,WH_BIR,London,UPS,2025-06-24,2025-07-04,159.71,46,Pending,50.2,1Z5PMQB30BC946GJE0,
SHIP100011,ORD200011,CUST300011,WH_BIR,Bristol,DHL,2025-01-19,2025-01-20,15.12,14,Delivered,74.9,1ZC28AFJAZTJOJX3V9,
SHIP100396,ORD200396,CUST300396,WH_LIV,Manchester,DHL,2025-05-12,2025-05-15,179.77,2,Delivered,77.9,1Z3O4973PNGTFYX97U,
SHIP100533,ORD200533,CUST300533,WH_MAN,Liverpool,FedEx,2025-01-24,2025-01-30,191.61,20,Pending,187.84,1ZWLTHPA3KW5EJM5JG,
SHIP100043,ORD200043,CUST300043,WH_LON,Liverpool,DHL,2025-07-30,2025-08-07,10.59,22,In Transit,494.52,1ZS7TJLT8RSL9ZZJS3,
